,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
152,Glamorama,Bryce Vine,2QsgPaELC6ReFiKqNii8E4,2016-03-21,0.683,0.623,-5.859,0.0703,0.256,0.113,0.495,154.058,-25.081870854101016
153,One Mississippi,Kane Brown,4FdPnT2cFrpWCmWZd7GXc3,2021-08-20,0.471,0.846,-5.269,0.0389,0.00279,0.145,0.539,100.089,-26.907399923839193
154,Don't Go Changing,Kip Moore,7L3JMPBLzzVdEeYRnHLI4d,2020-10-30,0.689,0.747,-5.861,0.0283,0.000267,0.0909,0.463,100.069,-26.91485197175136
155,Whiskey And Rain,Michael Ray,1tf4Bfk8JIKryLpWYRvyiI,2020-09-25,0.653,0.623,-4.56,0.0244,0.508,0.285,0.718,100.021,-27.004967330457657
156,Icy Titties,Doobie,4MBxX1P21a0yEZJEHA7zw1,2018-05-25,0.883,0.567,-8.394,0.0902,0.104,0.136,0.241,99.962,-27.111049552444648
157,Drunk Me - R3HAB Remix,Mitchell Tenpenny,3kwL8x4afaomYsX3d4cmPL,2019-05-03,0.659,0.905,-3.113,0.144,0.0957,0.229,0.382,100.009,-27.139098864746884
158,Hell Of A View,Eric Church,1kBx9VGumfuvlfqdlAGorE,2020-10-02,0.689,0.582,-6.778,0.0236,0.119,0.101,0.883,99.021,-27.968062776098773
159,La La Land (feat. YG),Bryce Vine,4oM9DGUTrRaXJDypxxHztZ,2019-09-06,0.774,0.473,-5.122,0.0569,0.221,0.222,0.416,97.953,-29.045949863999954
160,Got What I Got,Jason Aldean,4TCc369aRPRubv1m8R1TBG,2019-11-22,0.512,0.58,-6.658,0.029,0.621,0.513,0.303,159.847,-30.87602208055461
161,One Of Them Girls,Lee Brice,14GwnOeC9qYEKEA6uOZepa,2020-04-10,0.643,0.79,-6.079,0.0462,0.294,0.107,0.8,95.987,-30.993631598179018
162,'Til You Can't,Cody Johnson,4k3lPl8YTKuY8c1HelVnm3,2021-10-08,0.501,0.815,-4.865,0.0436,0.0513,0.106,0.46,160.087,-31.13671974299809
163,Lose You,Jordan Davis,6t9p9BwdZMCgXeAlkfA0RP,2021-05-21,0.652,0.642,-6.088,0.0364,0.224,0.0982,0.409,94.947,-32.03277370279397
164,Down To One,Luke Bryan,6QpZSfLid1YZ6c01BvB5jH,2020-08-07,0.62,0.776,-4.109,0.0365,0.358,0.11,0.551,93.963,-33.07802828407187
165,rodman,mike.,0jufehOY40rRdvB2t4dsot,2021-07-23,0.646,0.785,-5.882,0.0417,0.085,0.104,0.185,162.987,-34.01301947690312
166,Just the Way (feat. Bryce Vine),Parmalee,4K3yNCPmLL8pRffpLBJkLR,2021-04-02,0.585,0.71,-5.029,0.058,0.164,0.327,0.426,90.934,-36.06337557724602
167,Welcome to the Show,Cody Johnson,0ZyATfTcQN9uXNbdJEDlAP,2019-01-31,0.589,0.864,-3.834,0.0408,0.029,0.111,0.638,90.964,-36.09036750694173
168,Settling Down,Miranda Lambert,53bZYxVbCYm6w1Gx8U64bz,2019-11-01,0.643,0.756,-5.8,0.0305,0.0215,0.101,0.934,90.001,-36.983575029609824
169,One Margarita,Luke Bryan,6NhS5LwYbJ6xD7BGvlWRJO,2020-03-13,0.641,0.842,-4.872,0.0464,0.0969,0.169,0.738,89.997,-37.005900833160105
170,Minimum Wage,Blake Shelton,0Lavu1rppGgXfiK27cAMyU,2021-05-21,0.551,0.941,-3.793,0.0683,0.00179,0.066,0.744,90.039,-37.017313684019
171,Stick That In Your Country Song,Eric Church,5lH14PEjAXYuMTz0Dd4L1D,2020-06-25,0.536,0.863,-5.081,0.0362,0.0658,0.118,0.405,89.979,-37.01734319728298
172,Grew Apart,Logan Mize,73aofsDvxQznhWLfgQ5gBz,2021-01-27,0.624,0.64,-7.735,0.0806,0.0529,0.119,0.592,88.942,-38.07005079546225
173,Some Girls,Jameson Rodgers,54eUv9Q3D9MZuOGS5PSflp,2018-01-19,0.429,0.831,-5.108,0.0473,0.0781,0.312,0.348,167.984,-39.02161742621105
174,Shoulda Named It After Me,Upchurch,01oxuDv2GsOoj6xxhaM8eL,2018-01-04,0.475,0.88,-3.572,0.0374,0.0111,0.161,0.403,167.996,-39.10361008737244
175,little more time,mike.,4QLfBlc1xO0iC8ZhLUBWP2,2020-11-26,0.533,0.488,-8.512,0.0525,0.166,0.0888,0.472,169.915,-41.003039304197955
176,What The Truck,The Reklaws,4HCJcKwRmhDIROAtNMj6K1,2021-05-28,0.53,0.737,-3.902,0.0397,0.0651,0.0542,0.32,170.086,-41.16979309493945
177,life got crazy,mike.,5NXthnJecYXjt7sTEWETTY,2021-07-23,0.71,0.543,-9.141,0.0527,0.478,0.0988,0.481,83.965,-43.11522953300819
178,She's Country,Jason Aldean,0PspNrE4MSjr1JeB4OW0jn,2009-04-07,0.553,0.872,-2.832,0.0782,0.198,0.0659,0.638,172.138,-43.28574140409083
179,Save Me,Jelly Roll,1rnYNAJPAb586NhetosdNW,2020-10-16,0.677,0.404,-9.552,0.027,0.653,0.249,0.355,83.087,-44.02185512481685
180,"February 28, 2016",Koe Wetzel,6frDW68Xjjg6WRVvo0zZFk,2017-03-01,0.507,0.564,-6.652,0.0291,0.0758,0.413,0.328,82.493,-44.49072613720297
181,All Eyes On Us,Jon Langston,2PtbdHcXDnUBwDUcwBFIMw,2016-08-28,0.276,0.903,-2.542,0.062,0.00485,0.127,0.723,81.286,-45.83603146646288
182,Horses Are Faster,Ian Munsick,3Jtn0oLAGr0KFA5J8CaT4C,2017-12-21,0.311,0.708,-6.29,0.0445,0.0598,0.115,0.46,80.893,-46.087645364469005
183,Doing Life With Me,Eric Church,57YkkgxAiusJPMtiSG3w3c,2020-12-11,0.646,0.598,-10.293,0.0425,0.73,0.118,0.606,80.993,-46.16865893821869
184,We The People,Kid Rock,3pjsvuym4GmDzwTwIMQFlK,2022-01-25,0.545,0.947,-4.117,0.268,0.014,0.545,0.46,175.999,-47.06831365234272
185,Burn It Down - 717 Tapes,Warren Zeiders,2QWEKEYag6vI7VfJehbd7v,2022-01-21,0.545,0.56,-7.353,0.0292,0.0367,0.104,0.365,79.058,-47.9369013616514
186,Do the Lasso,Justin Champagne,14hhjKkymH4qAGg2zbUOET,2020-12-04,0.439,0.726,-4.086,0.035,0.255,0.107,0.614,178.113,-49.177534767862
187,I Hope,Gabby Barrett,23T0OX7QOiIUFShSzbJ5Uo,2020-06-19,0.466,0.536,-6.227,0.0429,0.0951,0.114,0.377,75.998,-50.981980695140884
188,Stay Next To Me (with Chelsea Cutler),Quinn XCII,7kTlHVCARylJAqm40yVoWE,2021-03-05,0.581,0.584,-4.928,0.284,0.0805,0.366,0.756,179.954,-50.99219816357066
189,Bottle and Mary Jane,Jelly Roll,5MbtltJOrf5hTldbvaEqdV,2020-03-13,0.551,0.626,-7.666,0.189,0.651,0.165,0.426,180.015,-51.05907920795371
190,You Should Probably Leave,Chris Stapleton,2UikqkwBv7aIvlixeVXHWt,2020-11-13,0.602,0.477,-8.425,0.032,0.268,0.173,0.552,183.89,-54.95747996005543
191,ONE BEER (feat. Lauren Alaina & Devin Dawson),HIXTAPE,5FmvaZGd6fulojSToozLRD,2019-09-13,0.516,0.745,-8.352,0.0774,0.564,0.275,0.826,186.006,-57.069835808963724
192,Chain Smokin',Morgan Wallen,1PTQ22h4JKA2u6BTbuZ5Oc,2016-07-29,0.384,0.834,-3.84,0.0353,0.152,0.125,0.266,203.888,-74.94595941885257
193,We Are Tonight,Billy Currington,2EvddT8rcO99bKH0rDHAYG,2013-01-01,0.559,0.812,-5.347,0.0371,0.0323,0.195,0.472,127.911,0.09060757095782301
194,GIVE HEAVEN SOME HELL,HARDY,2bVeUlOC5JjTpkQXuUUoYm,2020-09-04,0.639,0.843,-4.975,0.0362,0.0525,0.0854,0.528,126.047,-1.3035644900885464
195,Dive - Recorded At Sound Stage Nashville,Luke Combs,2VWBdFsDJVGlRTdz4PvYwy,2018-03-07,0.742,0.363,-8.188,0.0282,0.671,0.145,0.351,130.921,-2.6070926713903457
196,Would You Go With Me,Josh Turner,1KhrAWvLIjRlQIJtSTgvsi,2006,0.605,0.864,-5.365,0.0292,0.13,0.113,0.736,122.918,-4.138554343392643
197,Home Sweet,Russell Dickerson,7xMFk2Vj2hALyMdzHFopJl,2020-06-26,0.58,0.813,-5.621,0.0414,0.0386,0.0926,0.473,120.973,-6.03791492844297
198,Soul,Lee Brice,3vCUelLOtiuNF78p9LNWZF,2020-11-20,0.789,0.642,-8.304,0.0352,0.357,0.0985,0.755,121.003,-6.305778376737176
199,This Damn Song,Pecos & the Rooftops,7s9bJQK8sr8yDyOAHn8miR,2019-04-20,0.646,0.472,-6.743,0.0323,0.193,0.269,0.166,120.187,-6.828342228722399
200,Speechless,Dan + Shay,3GJ4hzg4lrGwU51Y3VARbF,2018-06-22,0.616,0.438,-5.968,0.0298,0.356,0.24,0.386,135.929,-6.95760254096678
201,Drunk Driving,Koe Wetzel,3ERb3f5nGNwRcNLNoN3KRg,2020-11-20,0.326,0.621,-5.621,0.0347,0.0803,0.127,0.368,119.977,-7.029931713906377
202,Holler Boys,Upchurch,1XsTcnVnJqjjXXLBRqXWmD,2019-09-24,0.674,0.425,-7.725,0.031,0.191,0.169,0.11,119.954,-7.193597365016116
203,Next To You,Little Big Town,4drTFbY9KJIvllrqVcJvLi,2020-01-17,0.53,0.394,-8.152,0.0276,0.756,0.099,0.194,135.981,-7.266025671385229
204,Waves,Luke Bryan,027269uzraETHuoG6aMs6a,2021-04-09,0.494,0.771,-4.309,0.0626,0.0649,0.11,0.371,136.053,-7.292938095753621
205,Momma’s House,Dustin Lynch,51FVpJr3WL7vvdfCa7j2jr,2020-01-17,0.633,0.858,-3.509,0.0356,0.278,0.315,0.541,119.998,-7.415532021209366
206,Lovin' On You,Luke Combs,0nYvjcSlCgjcwogQAwIwNp,2019-11-08,0.572,0.949,-4.865,0.06,0.00165,0.163,0.53,118.974,-8.110933367526053
207,My Truck,BRELAND,6jGyDvL1Rf4XfwTb25o1HN,2020-05-22,0.883,0.299,-8.382,0.105,0.23,0.162,0.55,136.982,-8.287694109949875
208,Polaroid,Keith Urban,2vCEEjiWtVjFEmuCsggbAY,2020-09-18,0.8,0.72,-5.821,0.0436,0.609,0.118,0.839,117.029,-9.965261729662469
209,Why We Drink,Justin Moore,4lSfhHd5Knwl8yQw2cVjAD,2019-07-26,0.624,0.903,-3.046,0.0347,0.00824,0.309,0.724,116.99,-10.433700363731715
210,I Was On a Boat That Day,Old Dominion,7u6kAP26NFU2rwNKjFUpI8,2021-10-08,0.541,0.903,-4.746,0.0901,0.00546,0.205,0.767,139.981,-11.096366995573476
211,Just Drive,Erin Kinsey,6JSH36hKFusIabTu1egYO5,2021-08-06,0.714,0.766,-4.42,0.0365,0.0957,0.0595,0.665,114.964,-12.13663669361384
212,Without You,Luke Combs,3zxAw8PaqpeGZ3Pakkxv3J,2020-10-23,0.522,0.659,-6.016,0.0304,0.307,0.102,0.355,141.996,-13.019588613079984
213,Young Man's Blues,Parker McCollum,6ywiHcxaHBR39gRhud37XK,2020-08-14,0.549,0.869,-4.817,0.0546,0.0139,0.334,0.502,114.0,-13.051132415574108
214,Tequila Does,Miranda Lambert,2fmHMSaIadDzLPT4Im3Mze,2019-11-01,0.506,0.421,-6.967,0.0353,0.159,0.105,0.411,113.777,-13.228658933645079
215,Look What God Gave Her,Thomas Rhett,2KqJC0koTBUyDlsMt5ok1V,2019-05-31,0.739,0.85,-3.966,0.0308,0.0272,0.181,0.883,113.0,-14.1496487497235
216,Detours,Jordan Davis,1xt5FBy475sGBgWEfMtUCL,2020-03-27,0.616,0.573,-6.668,0.0305,0.455,0.127,0.472,143.911,-14.941085202394294
217,Worldwide Beautiful,Kane Brown,431M98gFekRc9HdNfgWc7N,2020-06-04,0.517,0.724,-5.953,0.0443,0.0146,0.151,0.57,143.937,-14.964053407891162
218,God Whispered Your Name,Keith Urban,7Ce11Oh1kConF6UlkBWnaZ,2020-02-27,0.594,0.6,-6.712,0.0498,0.306,0.149,0.5,145.967,-16.997079785342915
219,I Wish Grandpas Never Died,Riley Green,7Dxes6VnfbZYV0S2QTnVuT,2019-09-20,0.445,0.492,-5.717,0.0294,0.036,0.122,0.24,148.013,-19.045101782729912
220,Twang,Mason Ramsey,6fLQhfYnGuBTbQDdqMZFRL,2019-07-26,0.523,0.876,-2.446,0.0486,0.137,0.355,0.566,107.903,-19.42036848590152
221,Joy Of My Life,Chris Stapleton,4EuaDcxHmHKS6gZ5iuGba0,2020-11-13,0.63,0.485,-8.955,0.0299,0.223,0.103,0.398,149.23,-20.43611747332058
222,Mine All Mine,Kolton Moore & the Clever Few,5gCBDJVkU7XHkh4b9i43hn,2012,0.534,0.336,-10.038,0.0286,0.56,0.0956,0.354,149.671,-21.039733895852844
223,Stacy,Quinn XCII,07ZQLYn9x4x3L3vxStc1zr,2020-07-10,0.744,0.556,-6.97,0.0375,0.0858,0.1,0.505,105.006,-21.990175627210828
224,Like No One Does,Jake Scott,2HnfqILzgKt1CepTlU4oqq,2020-04-03,0.8,0.41,-12.734,0.236,0.352,0.107,0.442,104.941,-22.960931085414813
225,Drew Barrymore,Bryce Vine,0OgGn1ofaj55l2PcihQQGV,2017-12-01,0.758,0.574,-6.889,0.0572,0.46,0.102,0.261,151.985,-23.02038676499614
226,How They Remember You,Rascal Flatts,3qwPYg8xTWPafQD3YUNaTU,2020-07-31,0.442,0.8,-5.12,0.0368,0.0124,0.0785,0.498,152.004,-23.051455272186804
227,BOOTS,HARDY,48r61fmMtlyjaMgXhi0Go6,2020-09-04,0.544,0.871,-3.831,0.0392,0.181,0.0862,0.511,104.018,-23.075841500558127
228,Summer Nights,Rascal Flatts,2F08d4KocfOdWhn7aK3gDI,2009-01-01,0.541,0.895,-4.884,0.0367,0.0163,0.571,0.657,102.078,-24.939640080964875
229,Bandaid On A Bullet Hole - Bonus,Morgan Wallen,1RvoRAL612adAVrPUoAMHR,2021-01-29,0.543,0.48,-6.745,0.0301,0.794,0.119,0.391,154.78,-25.81173605252003
230,PARADISE TO ME,Niko Moon,2oMfpjxWmnLYcgbqkeAjfp,2021-08-27,0.755,0.619,-6.829,0.0362,0.0246,0.0739,0.398,155.046,-26.079343276194905
231,Six Feet Apart,Luke Combs,3aMUiKCIXJeurR5ppEMJZD,2020-05-01,0.565,0.598,-5.894,0.0276,0.335,0.124,0.449,155.814,-26.836799688541802
232,Seaside,Billy Currington,6uLhIbdIXQ4DGeOA8qFesw,2020-07-03,0.599,0.832,-5.631,0.0348,0.00698,0.0514,0.509,99.981,-27.00625524111351
233,If I Know Me,Morgan Wallen,03d8S7FBY2kIzhP0E7l4rn,2018-04-27,0.777,0.604,-5.813,0.12,0.765,0.11,0.672,99.934,-27.05114304408999
234,La La Land (feat. YG) - ARKADI Remix,Bryce Vine,1SLILYAFA0YKzalYQigkFY,2019-05-23,0.718,0.659,-3.58,0.0629,0.0259,0.152,0.905,99.987,-27.115676808321748
235,Gabrielle,Brett Eldredge,73FNizJ3eMasXSufZqx97z,2020-07-10,0.707,0.722,-6.722,0.0284,0.0485,0.122,0.431,98.991,-27.99603809281533
236,Problems (feat. Grady),Bryce Vine,3mTcmCSROO6CPW50vHN7Et,2020-05-08,0.72,0.382,-8.119,0.0284,0.636,0.281,0.707,97.107,-29.937209686395466
237,Summer Time,James Barker Band,7thHR3Kq23Djl0kED5GxEO,2020-06-12,0.508,0.896,-3.924,0.0418,0.0323,0.182,0.632,160.037,-31.139251746734885
238,I Quit Drinking,Kelsea Ballerini,6OcCk1dbAb7XNHsC098oEM,2021-06-09,0.607,0.418,-6.997,0.0363,0.394,0.182,0.386,95.002,-31.988563473573663
239,Heartache Medication,Jon Pardi,5qdQPrWmZv8xYhMJCDrdHF,2019-09-27,0.621,0.791,-3.343,0.0265,0.0361,0.143,0.734,95.075,-32.02701630771388
240,Hot Sauce,BRELAND,31kPsiy1Lwo81YqOensCZh,2020-05-22,0.833,0.583,-6.796,0.0438,0.19,0.107,0.465,90.069,-36.916961149332614
241,Almost Maybes,Jordan Davis,14JFKtBSqefxfMiKhq6JT8,2020-05-08,0.582,0.868,-3.927,0.0522,0.146,0.103,0.555,90.105,-36.94107648367396
242,My Person,Spencer Crandall,1MOOJuxUu9QiQE9GgkYYPb,2020-11-06,0.567,0.753,-5.291,0.0487,0.0894,0.13,0.756,165.966,-36.999119698356175
243,Cool Again (feat. Nelly),Kane Brown,6SyYYyVnwYD7ovF5CdMOJp,2020-08-07,0.631,0.761,-5.654,0.0444,0.0146,0.371,0.73,89.969,-37.01631188108599
244,"10,000 Hours (with Justin Bieber)",Dan + Shay,2wrJq5XKLnmhRXHIAf9xBa,2019-10-04,0.654,0.63,-4.644,0.0259,0.153,0.111,0.43,89.991,-37.01910882608904
245,Just the Way,Parmalee,5PAvFGse5jjDH9ke8Mae7D,2019-12-13,0.544,0.829,-2.84,0.0404,0.107,0.317,0.815,90.048,-37.07860384625465
246,Feathered Indians,Tyler Childers,2tgQaL85WoRfgEa4hFQgrE,2017-08-04,0.536,0.574,-6.705,0.0254,0.75,0.105,0.877,87.194,-39.79150188556435
247,Lady,Brett Young,2fSuoIlA1uTERXunbshSWh,2021-06-04,0.403,0.516,-7.983,0.0343,0.449,0.0937,0.428,170.015,-41.076339182728276
248,Good Day,Brett Eldredge,76XWHO6yy7a097yBT7DXVm,2020-07-10,0.514,0.685,-7.27,0.0307,0.0356,0.157,0.393,85.017,-41.977751625114124
249,Bucket List,Mitchell Tenpenny,7D1iGhQakEW8oFCfWBlRek,2021-01-01,0.565,0.743,-4.833,0.0329,0.0473,0.0781,0.423,85.012,-41.98893721784713
250,Countryside,Florida Georgia Line,0wCo8u7J1JGZV8yezcU37d,2021-02-12,0.65,0.559,-5.296,0.0305,0.429,0.126,0.302,84.954,-42.03440660134635
251,More Hearts Than Mine,Ingrid Andress,60RFlt48hm0l4Fu0JoccOl,2020-03-27,0.375,0.428,-7.387,0.029,0.109,0.105,0.361,78.516,-48.479711791602014
252,One Night Standards,Ashley McBryde,47qZzTLLJcuD69AIKnquo4,2020-04-03,0.537,0.686,-5.022,0.0293,0.0287,0.0988,0.611,78.052,-48.94106994598734
253,Worship You,Kane Brown,4RN6OApAESI3Sh0gf5iuAM,2020-08-14,0.63,0.496,-7.011,0.0329,0.388,0.088,0.387,78.024,-48.96258669274441
254,On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,4ejNoyrhgjrioqJbgTNPu3,2020-05-06,0.548,0.721,-4.466,0.0472,0.0119,0.216,0.594,177.918,-48.96948857052677
255,Even Though I'm Leaving,Luke Combs,5Fhe63YOMZsGdB3CgCDuBi,2019-11-08,0.554,0.755,-6.04,0.0319,0.225,0.301,0.624,77.962,-49.01756922652278
256,The Bones,Maren Morris,7yFhA2fUsL2oIMWlw5DaHQ,2019-03-08,0.612,0.57,-6.642,0.0347,0.278,0.0963,0.334,77.004,-49.977710035857804
257,The Bones - with Hozier,Maren Morris,1yTTMcUhL7rtz08Dsgb7Qb,2019-10-04,0.561,0.597,-6.0,0.0405,0.286,0.0979,0.355,76.826,-50.15349642693057
258,Sour Patch Kids,Bryce Vine,5DJNyvuMmZfsfvdTpMMmUq,2014-04-22,0.523,0.783,-5.084,0.0545,0.0144,0.219,0.581,76.588,-50.40359331496192
259,Die From A Broken Heart,Maddie & Tae,3DA4SE262k6rdEtlHteNyq,2020-04-10,0.596,0.522,-6.633,0.0358,0.373,0.291,0.443,76.042,-50.93934824677722
260,Kinfolks,Sam Hunt,53F1MVa1BWUkTBbVqgVAfN,2019-10-10,0.565,0.805,-4.457,0.0489,0.0808,0.173,0.869,76.04,-50.96885524975509
261,been thinking,mike.,6pRuna4orJHWplulXClYgo,2020-07-24,0.606,0.559,-6.271,0.0537,0.151,0.194,0.56,181.909,-52.930980905134724
262,Gettin' Somewhere,Ashley Cooke,0TqCKx7wAlVY2lXfB0x4NH,2021-08-27,0.645,0.793,-6.627,0.0301,0.0349,0.306,0.758,126.025,-1.0645858931026755
263,I Do Too,Averie Bielski,0oa3TuBTdcs54WKJ03qOgs,2021-09-24,0.739,0.308,-9.911,0.0316,0.302,0.069,0.119,127.942,-2.7966460988619093
264,Daddy,Abby Anderson,5gwkdaXlFxeFel2CrspCdY,2014-05-20,0.587,0.38,-9.922,0.0287,0.691,0.104,0.189,127.943,-2.800583822256377
265,Tell You Everything,Robyn Ottolini,6q8BR4D8pvhSMVcIfrDHwS,2021-05-27,0.597,0.811,-6.825,0.0467,0.00648,0.505,0.416,124.029,-3.044420813960654
266,Stop Draggin' Your Boots,Danielle Bradbery,0ODaBMQ3tbTefbmbMWTwdT,2021-07-30,0.463,0.76,-5.958,0.11,0.0379,0.115,0.65,123.899,-3.1035501020454124
267,I Won't Let Go,Rascal Flatts,1T1C9VVQ1lb60WxWZx7KoG,2010-01-01,0.557,0.406,-7.083,0.0278,0.742,0.113,0.222,131.96,-3.122061316865956
268,All-American Girl,Carrie Underwood,2dRPQFwPqAmc42mDRnsDQu,2007-10-23,0.624,0.805,-2.632,0.029,0.0466,0.328,0.77,123.991,-4.346403187190465
269,She Likes It (feat. Jake Scott),Russell Dickerson,6VVqPBFZIbcmv14zNfOc13,2021-11-05,0.79,0.325,-11.689,0.127,0.509,0.155,0.539,126.877,-4.654056400496996
270,Dicked Down in Dallas,Trey Lewis,1yhft6ZqYadd4GOrKrmK3a,2020-12-01,0.51,0.929,-4.685,0.0456,0.0608,0.101,0.438,122.036,-5.139760063715958
271,Good Ole Boy,Lauren Alaina,78uoWKqFLD3jaGv5awBe4r,2021-09-03,0.622,0.455,-7.051,0.0286,0.698,0.0757,0.329,134.882,-5.97449466771627
272,Home Sweet (feat. Lady A),Russell Dickerson,68GQ3ZhlzqDNvzq20bdg1o,2021-11-19,0.597,0.8,-5.954,0.0447,0.09,0.0934,0.48,120.991,-5.999727902568822
273,Better On Me,Erin Kinsey,3Gk75ziLzHNskYTW2MIG4p,2021-12-03,0.714,0.759,-4.045,0.0336,0.099,0.105,0.899,119.967,-7.301968868888823
274,I Love You More,Avery Anna,31KrrOzf8FgoTJa7djzdol,2021-08-27,0.576,0.629,-4.834,0.026,0.105,0.197,0.535,137.081,-8.202769636364788
275,Every Little Thing,Carly Pearce,2wxfu24GQpEZQrjDJm5Ac1,2017-10-13,0.636,0.428,-6.512,0.0375,0.434,0.0907,0.32,139.919,-10.950124626965014
276,Try Losing One,Tyler Braden,6mDokQBBmkDhu7uDEFhyQ7,2021-11-19,0.455,0.4,-7.749,0.0293,0.546,0.0971,0.103,139.828,-10.967173375530145
277,Therapy,Peytan Porter,1Hvx88ks6xcxmX0aBi6kOS,2021-11-05,0.638,0.75,-5.939,0.0763,0.317,0.135,0.456,140.071,-11.09592672142143
278,Cowboy Killer,Ian Munsick,6a2DSH1UNOj3wRAFTD2Ljd,2022-02-25,0.784,0.723,-5.619,0.04,0.0163,0.16,0.739,115.047,-11.952577501022772
279,Burning House,Cam,2zhk0kypGeOPsaaZcjyc14,2015-12-11,0.728,0.253,-8.427,0.0304,0.887,0.133,0.457,140.923,-12.158379945114644
280,Independent With You,Kylie Morgan,3e90277REF5UJoUrZQPnIY,2022-02-25,0.599,0.694,-3.266,0.0287,0.236,0.101,0.425,115.1,-12.201804315698675
281,Rivers Deep,Gabby Barrett,1y9jnUTgn4u8RzybqK8WFT,2018-05-18,0.716,0.684,-3.052,0.0339,0.189,0.104,0.638,114.058,-13.266655768960048
282,2020,Mitch Rossell,3OG2MwfPXYLvPMF4CK4Mo0,2020-12-29,0.495,0.334,-7.297,0.0326,0.669,0.109,0.343,142.344,-13.417665168119266
283,All the Cowboys,Alexandra Kay,13TOvHAfdO8wryqxBL7fnI,2020-11-18,0.501,0.554,-6.292,0.0265,0.321,0.178,0.47,144.022,-15.044307228110405
284,Steady Heart,Kameron Marlowe,4QakuMSCrvw79FQV55xx6T,2021-11-05,0.516,0.481,-6.587,0.0254,0.00865,0.226,0.196,144.097,-15.132812406009819
285,Giving You Up,Kameron Marlowe,3f3VeiJIaWOZcmkJpTqxyj,2019-06-14,0.53,0.848,-3.833,0.0427,0.0366,0.172,0.749,143.953,-15.14929828042077
286,Wish You'd Miss Me,CHASE WRIGHT,01CDpoz4YozPMx7X6R7eYn,2021-11-05,0.423,0.717,-4.966,0.0427,0.0443,0.129,0.254,145.843,-16.91012916005917
287,F-150,Robyn Ottolini,1k090Cp4kVflIXkQTcqIT9,2020-01-31,0.434,0.688,-5.805,0.0471,0.0213,0.131,0.508,147.655,-18.683051945519008
288,A Little Bit Stronger,Sara Evans,5FIp4LrsffxiHLhmmpCbCx,2011-03-07,0.536,0.65,-5.603,0.0337,0.282,0.0876,0.288,147.93,-18.961047544906126
289,Before He Cheats,Carrie Underwood,0ZUo4YjG4saFnEJhdWp9Bt,2005-11-14,0.519,0.749,-3.318,0.0405,0.271,0.119,0.29,147.905,-19.130233586076443
290,I Got the Boy,Jana Kramer,6tbNaE7kvGNqS7FvJ0dzLB,2015-10-09,0.625,0.569,-5.954,0.0271,0.26,0.127,0.361,149.987,-21.010659734546753
291,Best Worst Ex,Julia Cole,3fRdUaeiNkAU3tpGhLS4Ma,2022-03-11,0.635,0.726,-3.792,0.0597,0.166,0.153,0.741,150.146,-21.29579330254938
292,Headlights,Restless Road,6999hCnJloghAoFgdnSbOZ,2021-09-03,0.449,0.872,-4.152,0.0361,0.0621,0.143,0.525,150.297,-21.412097704364985
293,STAY,David J,3xwPpcWiwO6APPdkNR6ir1,2021-01-08,0.588,0.675,-8.101,0.0439,0.388,0.224,0.688,150.897,-22.000937096779392
294,I Hope You Dance,Lee Ann Womack,65B1tEOv5W294uCKbmEcFV,2000-01-01,0.385,0.443,-9.627,0.0295,0.0632,0.0898,0.275,151.278,-22.56065235365953
295,Long Way Home,Brynn Cartelli,2Tbutgxuql07ICgVFwkQCd,2021-03-19,0.612,0.658,-6.551,0.265,0.37,0.0687,0.858,104.361,-22.62444476067107
296,AA,Walker Hayes,77oKig47u34qCCFWKMfu1e,2021-11-19,0.635,0.747,-6.227,0.0293,0.00313,0.346,0.753,104.027,-22.957006580787546
297,Drunk Too,Erin Kinsey,6dFc4ryW27fQaj0DWW1DPo,2021-04-23,0.575,0.258,-8.178,0.0331,0.867,0.116,0.336,152.059,-23.173435106537944
298,Boyfriend,RaeLynn,71fbIsRGkm6WG9CTGyvEum,2018-09-07,0.701,0.567,-4.602,0.0257,0.155,0.0964,0.493,102.033,-24.994300640909707
299,I Kinda Don't,Alexandra Kay,3fpMqD7Anhl2I0uNSgAhKZ,2020-08-21,0.547,0.559,-8.17,0.0291,0.569,0.159,0.475,154.038,-25.137512397892856
300,Us Someday,Thomas Rhett,5QcjrDZhf8zvP6XV6EGOkE,2022-02-11,0.52,0.643,-6.37,0.0237,0.0296,0.0982,0.745,155.988,-27.013006689214944
301,Wish You Were The Whiskey,Priscilla Block,0eWmf9kNMUEYN7qhlb7yHy,2021-04-07,0.467,0.772,-3.39,0.0439,0.161,0.0816,0.489,155.928,-27.08762743504688
302,Remember Her Name,Mickey Guyton,6YMnz4CTX2NSg2JtXiSFJU,2021-07-30,0.452,0.769,-3.911,0.0486,0.113,0.197,0.332,99.923,-27.148299849191606
303,Tall Boys,Alexandra Kay,2OHZApa4EBuxMLOg55WfZ9,2021-09-17,0.527,0.944,-3.742,0.128,0.0252,0.304,0.847,157.971,-29.095304776991423
304,New Truck,Dylan Scott,4MDYIbU6I29Gjiu7JATTIJ,2021-07-23,0.529,0.755,-5.864,0.125,0.222,0.0986,0.528,96.86,-30.12096281415472
