,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
0,Planet Zero,Shinedown,3GL1RQKHV0TDRq8EXHMhGq,2022-01-26,0.416,0.964,-2.967,0.112,2.35e-05,0.473,0.212,157.925,
1,Black Summer,Red Hot Chili Peppers,3a94TbZOxhkI9xuNwYL53b,2022-02-04,0.417,0.682,-5.071,0.0295,0.0267,0.109,0.351,105.542,
2,Love Dies Young,Foo Fighters,5suO1J3cXSVWJ7ED3kasKQ,2021-02-05,0.502,0.977,-3.563,0.0581,0.00121,0.129,0.388,139.995,
3,So Called Life,Three Days Grace,5EIKp1TKhUNdsThloWPa53,2021-11-29,0.502,0.905,-4.162,0.0634,0.00021,0.0601,0.481,160.064,
4,Love Dies Young,Foo Fighters,5suO1J3cXSVWJ7ED3kasKQ,2021-02-05,0.502,0.977,-3.563,0.0581,0.00121,0.129,0.388,139.995,0.02815145782095274
5,For The Glory (feat. Hollywood Undead),All Good Things,2A0i4ouphiRJ1TG40WWOBM,2021-08-20,0.467,0.845,-3.774,0.0582,0.000383,0.1,0.547,141.954,-0.10630933235851181
6,CHAOS,Hollywood Undead,7MKG6MvGpmE8qkdzXS4Rfe,2022-02-25,0.532,0.926,-3.438,0.171,0.000545,0.35,0.498,139.92,-0.1135114591152151
7,"Catching Fire (feat. nothing,nowhere.)",Sum 41,0M0iDfjwyJwRWBS1Wpocd5,2021-05-28,0.558,0.822,-6.12,0.0577,0.0016,0.0894,0.513,140.98,-1.192484918274264
8,Somebody Told Me,Motionless In White,1KF6uW84ksAUlTMy08gP1R,2020-09-09,0.486,0.961,-3.687,0.0776,1.01e-05,0.121,0.65,138.029,-1.88074769975327
9,Somebody,Memphis May Fire,32OjCvkJLW1ADWiy8wSltr,2021-10-01,0.479,0.99,-2.801,0.102,0.00661,0.104,0.637,137.979,-2.1341069891582545
10,Fear Of The Dawn,Jack White,4v6soAl2R4sJB6Iyt2aiHw,2022-02-11,0.285,0.923,-6.701,0.0973,0.000537,0.525,0.16,139.211,-2.254567477177094
11,Go To War,NOTHING MORE,4A0LV6W7IUKPP2pyAZ356E,2017-09-15,0.461,0.892,-4.807,0.0901,0.00187,0.0942,0.35,137.35,-2.637634535572196
12,Times Like These,Foo Fighters,67vYdAAM3oGsEImCRfbtsF,2002-10-22,0.376,0.908,-3.793,0.0879,1.4e-05,0.241,0.266,144.581,-2.705005594442292
13,when we were broken,Our Last Night,2DA2R8axDHMeq1JSbbm10M,2021-10-22,0.514,0.92,-4.235,0.076,0.000929,0.149,0.248,145.009,-3.140222153706951
14,Chasing Birds,Foo Fighters,2jKnUcyrCADkeSy6gcN1qa,2021-02-05,0.62,0.532,-7.297,0.023,0.0392,0.112,0.369,143.993,-3.593875767699596
15,Without Me,Fame on Fire,0MUuR9j0ymUTi6SxWboCet,2019-02-13,0.611,0.868,-3.995,0.0645,0.0146,0.122,0.48,135.947,-3.9391709075623043
16,She Sells Sanctuary,The Cult,3qLZ866ZfaK0B0R5FIqXLG,1985-10-18,0.55,0.765,-8.684,0.0287,4.76e-06,0.132,0.419,139.46,-3.9547799259606746
17,Enemies,Shinedown,1SDl9wY1MqbpJQW0yKEWxL,2012-03-23,0.507,0.966,-2.635,0.046,0.00159,0.336,0.502,136.035,-4.024395535352889
18,100 In A 55,Pop Evil,5ysXIB9HkfXAlkI3MDKV50,2009-01-01,0.488,0.725,-4.522,0.0311,0.000812,0.0837,0.48,145.875,-4.0325331682702314
19,Holiday,Green Day,4VgEM12OeaN3GyBV487Me7,2017-11-17,0.552,0.89,-3.409,0.0342,0.000143,0.888,0.716,146.525,-4.723029057225445
20,My Weakness,Candlebox,7FrKeoEOHA39cXhmKELCwh,2021-09-17,0.514,0.858,-4.109,0.0508,0.000198,0.189,0.377,135.065,-4.819295437134782
21,Bad Girlfriend,Theory of a Deadman,5m7on0zpnmeAXy72ANrmfU,2008-04-01,0.504,0.957,-2.657,0.0529,0.00298,0.187,0.676,135.013,-5.016333833676376
22,Light My Love,Greta Van Fleet,4iya38ctQ1httyA6NOG9oW,2021-04-16,0.374,0.778,-4.466,0.0363,0.1,0.107,0.484,133.85,-6.054693923669223
23,Daggers,We Came As Romans,7yhN7C46ts8tAKHoNRrBL6,2021-11-10,0.435,0.961,-3.658,0.141,6.16e-05,0.384,0.427,148.016,-6.143871924848296
24,Human Crime,Pixies,1a1Mk18Fh0eba27uRe9fh4,2022-03-02,0.433,0.88,-3.566,0.0459,0.00053,0.124,0.39,148.965,-7.092607319308861
25,Plush - Acoustic,Stone Temple Pilots,3ftHrCjsTUPLgI48m67byk,2003-11-10,0.643,0.364,-11.018,0.04,0.715,0.659,0.283,133.377,-9.364938151789076
26,Cold Hard Bitch,Jet,5u6fnmRO5V0PTl5M2Eekeu,2003-09-15,0.458,0.895,-3.972,0.0681,0.000219,0.106,0.357,130.327,-9.55491356041864
27,Dying Breed,The Killers,0SieiDcGvj8cZ0K4hcT3Zd,2020-08-21,0.656,0.78,-4.743,0.0854,0.00112,0.151,0.607,151.401,-9.555414115310676
28,Antisocialist,Asking Alexandria,5Rb3OxCE0BAuDfgTr4awtF,2020-05-15,0.572,0.852,-4.712,0.0322,0.00105,0.0844,0.378,129.969,-9.940950687615203
29,It's Over,Silverstein,1pShlPEW4nhGQeomZLCXtL,2021-11-18,0.487,0.935,-2.946,0.092,0.00232,0.386,0.661,129.973,-9.95985105179798
30,Mystify,INXS,7LV9R3L1YfTSoefglhUyPD,1987,0.628,0.855,-4.245,0.0356,0.026,0.197,0.408,129.785,-10.102156204366738
31,Orwellian,Manic Street Preachers,1blLxRkUFVftzLeVVa8uVW,2021-09-10,0.541,0.884,-6.338,0.0448,0.0269,0.136,0.755,130.008,-10.142179443968
32,"Hungry Like the Wolf - Recorded Live at AIR Studios, London",Muse,0YdWb05mQJwJnd3U7zXWFv,2019-01-09,0.51,0.963,-3.659,0.0422,0.00111,0.743,0.732,129.035,-10.86892139767213
33,We Are Between,Modest Mouse,73ptateUzEZc4xXGWlQpaa,2021-06-25,0.614,0.91,-3.175,0.0444,0.00956,0.343,0.407,128.973,-10.935196170123222
34,Lit Up,Buckcherry,1OBMSzh2ocRqK2gUFaMBSM,1999-01-01,0.652,0.871,-3.136,0.034,0.000535,0.357,0.938,128.822,-11.102927602423177
35,Superblood Wolfmoon,Pearl Jam,2PETsovNFRjQOSMWj8gNii,2020-02-18,0.511,0.93,-5.173,0.0522,0.00556,0.403,0.881,153.376,-11.567969673194087
36,Standing in the Storm,Skillet,72DI6pnhy26WMx7fI1fL07,2022-01-14,0.575,0.957,-3.534,0.0969,0.00699,0.511,0.309,128.015,-11.87772997660012
37,Like A Villain,Bad Omens,2yAfzkn1JFekLsqVDDualq,2022-01-19,0.457,0.918,-4.51,0.203,0.000696,0.429,0.392,154.963,-13.09573782680901
38,The Men Who Rule the World,Garbage,0b8eNP09l6QittlvWXUGXS,2021-06-11,0.702,0.715,-6.673,0.0336,0.00131,0.262,0.435,127.039,-13.113064882716511
39,"You're Gonna Go Far, Kid",The Offspring,6TfBA04WJ3X1d1wXhaCFVT,2008-06-17,0.55,0.917,-3.159,0.0638,0.00428,0.197,0.601,126.115,-13.789496074003566
40,Scars That I'm Hiding (feat. Anders Fridén of In Flames),From Ashes to New,0UOtF2ojhKGYEjvZ28ZA6d,2020-07-31,0.492,0.93,-3.826,0.0396,1.17e-05,0.307,0.431,126.039,-13.843701017170737
41,Skeleton,Set It Off,60MKJTYG5SuL63wB4ykxj3,2021-10-29,0.47,0.707,-4.781,0.0905,0.0023,0.108,0.339,156.827,-14.968841963856937
42,Dragula,Rob Zombie,6Nm8h73ycDG2saCnZV8poF,1998-01-01,0.591,0.963,-6.489,0.0531,8.74e-05,0.0781,0.609,125.03,-15.05814151869468
43,Space,Biffy Clyro,20wnO4hGXbWvIPDEmED8gM,2020-08-14,0.457,0.559,-5.17,0.027,0.206,0.193,0.41,156.907,-15.077183590764761
44,Don’t Tread On Me,Volbeat,6SLT0rM0J1CvqmTjFr7wMO,2021-12-03,0.561,0.921,-6.876,0.0495,2.78e-05,0.249,0.591,125.033,-15.120182452479781
45,When Legends Rise,Godsmack,1Si7crvw1M6Kgz9XiAtMiJ,2018-04-27,0.44,0.916,-4.222,0.266,0.000236,0.0897,0.401,124.099,-15.786469376596742
46,Billy Goodbye,Franz Ferdinand,1cx0VJdXKpLNpDrN0boxpz,2022-03-11,0.613,0.905,-4.195,0.0658,0.00352,0.0727,0.76,124.025,-15.864354056544805
47,Times Like These - Acoustic Version,Foo Fighters,1pXgBjIvALm97lDhroan2E,2019-10-18,0.588,0.559,-4.849,0.0272,0.128,0.0977,0.278,123.845,-16.06516081238776
48,Unforgettable,Godsmack,1184omF5xTwYyI6fMijVrr,2018-04-27,0.351,0.935,-3.518,0.236,0.00263,0.141,0.443,158.018,-16.143272353896002
49,Funeral Derangements,Ice Nine Kills,1m2kn7VbKCD7jKaDq975SQ,2021-10-15,0.338,0.98,-4.156,0.292,0.00055,0.363,0.309,158.042,-16.1649645223839
50,Everlong,Foo Fighters,5UWwZ5lm5PKu6eKsHAGxOk,1997-05-20,0.413,0.881,-5.541,0.0367,5.99e-05,0.0805,0.364,158.066,-16.259302263340526
51,By the Way,Red Hot Chili Peppers,1f2V8U1BiWaC9aJWmpOARe,2002-07-09,0.451,0.97,-4.938,0.107,0.0264,0.102,0.198,122.444,-17.465634094378032
52,We're On Our Way Now,Noel Gallagher's High Flying Birds,3PwJ7f9g2BEmAfyuLfDZlk,2021-06-11,0.347,0.744,-5.203,0.0341,0.146,0.097,0.283,159.911,-18.073067398196915
53,Pretty People,Shaman's Harvest,3ltSjO1Bi378HE3iViqyGS,2022-03-11,0.377,0.957,-3.242,0.0687,9.5e-06,0.313,0.366,160.054,-18.185931668753156
54,Buck Rogers,Feeder,0ySYUxaTxfN8Kd6nuNY6bY,2001-04-23,0.484,0.948,-4.349,0.054,0.000269,0.0733,0.157,120.824,-19.063145366659707
55,Coffee & TV,Blur,5eSllZgRWCIJsDTAqFRwQw,1999,0.743,0.743,-10.117,0.0367,0.0511,0.0987,0.707,121.604,-19.248489870364033
56,Stop Making Stupid People Famous (feat. Pussy Riot),Our Lady Peace,2ym6Jj9m7m79kiJGXr1rFd,2022-01-28,0.69,0.931,-4.008,0.0851,0.0177,0.188,0.836,120.035,-19.85343440111687
57,Hail to the King,Avenged Sevenfold,5anCkDvJ17aznvK5TED5uo,2013-08-23,0.58,0.916,-4.358,0.0387,0.000297,0.126,0.683,118.004,-21.884070909489857
58,Jason's Mom,Ice Nine Kills,6EiHO98vl0y1PVZIBUUE7x,2021-05-07,0.681,0.548,-6.358,0.0298,0.478,0.285,0.765,118.007,-22.013992068634202
59,Not Strong Enough,Apocalyptica,1mCNkrKh9NEgxJWUqHnEgo,2010-08-20,0.354,0.829,-3.834,0.047,0.00183,0.119,0.195,163.958,-22.07774956076214
60,Samantha's Gone,Corey Taylor,11V7vdiU3N0JWqBdRgkDPq,2020-10-02,0.42,0.994,-3.494,0.147,0.00119,0.316,0.5,164.035,-22.15902019758998
61,Punching Bag,Palaye Royale,07NGioPT9vGA5Cw8EsCxSR,2021-07-09,0.4,0.908,-5.317,0.053,0.00202,0.0924,0.317,165.006,-23.1640579112269
62,Light Up The Sky,From Ashes to New,4LlGoVOEmGQtskdfAN415G,2021-08-13,0.336,0.949,-3.43,0.309,0.000203,0.33,0.244,165.935,-24.060914814234284
63,Hard Skool,Guns N' Roses,1Pvmzboyxwp1rOVYqwKIgU,2021-09-24,0.364,0.974,-1.797,0.0699,7.11e-05,0.176,0.525,166.053,-24.263528039571447
64,All My Life,Foo Fighters,6tsojOQ5wHaIjKqIryLZK6,2002-10-22,0.577,0.604,-5.703,0.0495,0.000218,0.477,0.637,167.719,-25.899944531012267
65,Don't Let the Devil Take Another Day,Stereophonics,50mvz2sHxx13JZ2qwy8W71,2019-10-25,0.405,0.826,-4.278,0.033,0.0207,0.0996,0.528,167.814,-25.93544530403073
66,Amsterdam,Nothing But Thieves,454I78HEySdcHE8fcVabTb,2017-09-08,0.511,0.934,-4.561,0.242,0.00403,0.242,0.668,168.062,-26.190058267194026
67,Losing My Mind,Angels & Airwaves,35buHwHyHsY5RoCLJop93u,2021-07-29,0.686,0.896,-2.65,0.0372,0.00574,0.127,0.254,112.996,-26.9165670616466
68,Am I The Only One,Aaron Lewis,3qkHDYDOu1LnDEFP7zII07,2021-07-02,0.617,0.627,-4.694,0.0269,0.789,0.11,0.351,112.096,-27.807675779050783
69,STAY,Fame on Fire,6vE2Kc7knCkQdL2NbJ7FvB,2021-08-27,0.468,0.917,-5.084,0.0692,0.000201,0.117,0.523,170.235,-28.37633928595665
70,Riot,Hollywood Undead,1igr912oduAmZQaoGhiADw,2017-10-27,0.707,0.925,-3.067,0.0362,0.00215,0.0617,0.583,110.012,-29.883999111269492
71,Restless Souls,Angels & Airwaves,5HwZcxZ6LbRHtklaOu2wQm,2021-09-24,0.626,0.912,-2.175,0.0302,0.00341,0.156,0.323,110.035,-29.897524095388132
72,Anything at All,Dead by April,5p144lbzJw9kMCMOG61SF3,2021-10-08,0.482,0.925,-2.795,0.108,0.00364,0.111,0.238,110.0,-29.903155755037247
73,Uh Oh,Puddle Of Mudd,1vlEyA6k1o26w0a89tQxTX,2019-09-13,0.434,0.818,-3.905,0.0578,0.00145,0.0799,0.598,172.061,-30.180725890285483
74,Miss You - Remastered,The Rolling Stones,3hJLKtTpgct9Y9wKww0BiR,1978-06-09,0.795,0.71,-4.746,0.0392,0.443,0.344,0.845,109.689,-30.212395029802018
75,Break Stuff,Limp Bizkit,5cZqsjVs6MevCnAkasbEOX,1999,0.432,0.884,-6.659,0.13,0.0127,0.166,0.624,108.948,-31.05017449126342
76,Monkey Wrench,Foo Fighters,44wXefe8WB9Fd6xwtmAwbR,1997-05-20,0.401,0.953,-4.276,0.0752,1.83e-05,0.149,0.555,174.217,-32.3379251105176
77,Opiate²,TOOL,6iQDmWrbrMQ0vPfbKqqvKU,2022-03-01,0.319,0.684,-9.059,0.0527,0.00137,0.107,0.166,106.619,-33.64417248442026
78,THE BREACH,STARSET,3uPvLoVTX6lHmGCIr7SU8s,2021-10-22,0.528,0.845,-5.056,0.0399,6.29e-05,0.305,0.336,106.04,-33.85962988430176
79,We The People,Kid Rock,3pjsvuym4GmDzwTwIMQFlK,2022-01-25,0.545,0.947,-4.117,0.268,0.014,0.545,0.46,175.999,-34.120604613063854
80,Back Door Santa,The Black Crowes,2WhXgMG0rkNekIB98RHfEM,2020-11-06,0.675,0.796,-8.16,0.0998,0.118,0.412,0.924,104.029,-36.09911938193629
81,Cut the Cord,Shinedown,4LFBVDJV0xpayUvquQVzhS,2015-09-18,0.447,0.966,-2.966,0.089,0.00349,0.312,0.533,178.105,-36.236966694554326
82,I Don't Care - US Version,Apocalyptica,6v33q77HxYqtymxLB7gWmF,2008-05-30,0.33,0.734,-4.972,0.0416,0.000953,0.0874,0.256,178.986,-37.119248871003336
83,Sarcasm,Get Scared,40i81AcCCxiVEFUWElcjZC,2010-01-01,0.387,0.929,-4.825,0.161,0.00238,0.314,0.591,180.359,-38.48848455075596
84,Sunday Bloody Sunday - Remastered 2008,U2,6C4LXC9UFH1IKiHYOp0BiJ,1983-02-28,0.543,0.944,-7.495,0.0543,0.402,0.0373,0.735,101.174,-38.87043436699878
85,The Kids Aren't Alright,The Offspring,4EchqUKQ3qAQuRNKmeIpnf,1998-11-16,0.523,0.943,-4.203,0.0337,0.00704,0.0579,0.766,99.607,-40.277676689018435
86,Your Song Saved My Life - From Sing 2,Various Artists,3d3n9XvxajBXWP1h6adV6a,2021-12-17,0.515,0.674,-5.25,0.0253,0.318,0.0865,0.371,91.985,-47.915621412184436
87,Make It Wit Chu,Queens of the Stone Age,0Cgd3CK6D2hhbwmLRvtscH,2007-01-01,0.704,0.811,-5.308,0.0277,0.355,0.13,0.578,91.97,-47.93305647423231
88,ZOMBIFIED,Falling In Reverse,2ib8fuTavdc48X6MjhE4Ft,2022-01-05,0.544,0.911,-3.681,0.0422,0.000141,0.333,0.558,91.033,-48.84986169556968
89,Last Resort,Papa Roach,5W8YXBz9MTIDyrpYaCg2Ky,2001-04-25,0.589,0.89,-3.719,0.0603,0.000481,0.201,0.692,90.598,-49.28526763073361
90,We Never Have Sex Anymore,The Offspring,3rqXh9yVOCPHGUjaW2a200,2021-08-20,0.521,0.924,-1.915,0.0471,0.0494,0.0726,0.83,90.011,-49.9132240085737
91,"It's Love, Jim",The Darkness,5KpKduUikNgmy4DaDTVAvp,2021-11-19,0.372,0.97,-5.304,0.136,0.00137,0.335,0.237,89.959,-49.941286295992356
92,Welcome to Paradise,Green Day,5kr3j5Clb9rjEposoMyLVt,1994-02-01,0.37,0.96,-4.162,0.0378,0.000241,0.0563,0.717,89.428,-50.455553608657695
93,Show Me How to Live,Audioslave,1Qdnvn4XlmZANCVy3XjrQo,2002-11-17,0.433,0.854,-3.868,0.0483,0.000336,0.162,0.368,89.4,-50.4815792722644
94,I Hate Everything About You,Three Days Grace,0M955bMOoilikPXwKLYpoi,2003-04-19,0.498,0.83,-5.157,0.0421,0.00461,0.139,0.453,89.342,-50.55401062801018
95,BURIED ALIVE,Our Last Night,6sSxm01OMK2yfX7bfTiFXl,2021-10-08,0.225,0.954,-3.296,0.16,0.000121,0.167,0.304,88.174,-51.712131688100186
96,Basket Case,Green Day,6L89mwZXSOwYl76YXfX13s,1994-02-01,0.442,0.943,-3.205,0.0602,0.00293,0.091,0.781,85.064,-54.824080715102966
97,Fire Up The Night,New Medicine,0R7KP4GlUebdefGw2Sw9eh,2014-08-22,0.599,0.945,-4.604,0.0695,0.0601,0.309,0.676,84.996,-54.89069664970624
98,Wait For Me (feat. Trevor McNevan of Thousand Foot Krutch),From Ashes to New,5CGfdX7fVUbDVHZSIk7loe,2021-10-15,0.268,0.95,-4.387,0.452,0.00167,0.558,0.336,197.943,-56.06608636511483
99,Changes Are Coming,Daughtry,3SSflpFdIv5r6x2fOcQvrH,2021-09-17,0.368,0.845,-4.87,0.057,0.000243,0.253,0.314,82.781,-57.10806301307307
100,Everything We Need,A Day To Remember,5oKBOiiJceLlAEQ4VaVe8p,2021-01-27,0.464,0.764,-5.627,0.0324,0.017,0.101,0.589,81.814,-58.092215536667
101,Zombie,Bad Wolves,1vNoA9F5ASnlBISFekDmg3,2018-01-19,0.448,0.826,-3.244,0.0319,0.00756,0.117,0.19,77.093,-62.79260589851167
102,Fare Thee Well,Stone Temple Pilots,1fzw0qGcB6xs4IBXhdfAkj,2020-02-07,0.431,0.371,-8.709,0.0272,0.547,0.0921,0.196,66.853,-73.18589061398
103,Higher Ground - Remastered,Red Hot Chili Peppers,5arVt2Wg0zbiWwAOZef2Nl,1989-08-16,0.476,0.979,-3.506,0.132,0.0014,0.0944,0.416,140.404,0.3335423185147961
104,Hero,Weezer,4Fj6KslSYYQ1kAbafiKoz0,2020-05-06,0.549,0.741,-3.711,0.0325,0.000423,0.298,0.42,140.017,0.08122528972734533
105,"You Know My Name - From ""Casino Royale"" Soundtrack",Chris Cornell,4MR9iW77LJoPPDjwAYbIZZ,2007-01-01,0.368,0.864,-3.335,0.0393,0.0197,0.234,0.374,137.526,-2.411418965501756
106,Somebody,Aerosmith,5s0RtXPzeqMsVqG1eOv521,2022-02-11,0.526,0.896,-8.015,0.0435,0.298,0.247,0.712,141.336,-3.126032768914957
107,The Bandit,Kings of Leon,55meRTYBw8S5q7KF3DkjL7,2021-01-07,0.394,0.833,-5.18,0.042,0.00863,0.109,0.362,145.082,-3.3811186048033974
108,Hate To Say I Told You So,The Hives,6xxXrNJnnsQNLdgNk8S4y8,2000,0.451,0.929,-5.021,0.0549,0.00109,0.442,0.378,135.767,-4.233545027183262
109,Dakota,Stereophonics,3qaSqrrevBrb84xl5JlptU,2005-01-01,0.506,0.93,-3.499,0.0675,0.129,0.0931,0.305,146.994,-5.1310611879923735
110,Life's Coming in Slow - from GRAN TURISMO 7,Nothing But Thieves,24SyVpif5eshcNmLKdvOcj,2022-02-18,0.507,0.973,-3.773,0.0504,0.000544,0.386,0.756,148.044,-6.1788665569547305
111,Echoing,Kings of Leon,2S9gFihm9UoDV9bywR4p9a,2021-03-05,0.293,0.778,-5.581,0.034,0.0147,0.102,0.24,147.882,-6.194380187127672
112,"My Way, Soon",Greta Van Fleet,32NJ4kh1Aqrc9XGRoXvGie,2021-04-16,0.41,0.942,-4.056,0.0604,8.82e-05,0.0919,0.437,131.895,-7.988491755200593
113,HWY 666,Corey Taylor,1I45GWyejiphTaj0UJPkEm,2020-10-02,0.46,0.988,-4.516,0.107,0.000815,0.39,0.132,130.027,-9.874467036936066
114,Brandy (You're a Fine Girl),Local H,62eC9kcl0U9LB3gAQfWesw,2021-10-08,0.476,0.864,-3.814,0.0571,0.145,0.0996,0.521,129.944,-9.94074658686082
115,My Own Soul’s Warning,The Killers,5NnQpVPJKpFdGFkIdY1Gds,2020-08-21,0.355,0.963,-3.482,0.132,0.00133,0.0859,0.0923,152.05,-10.182562910626954
116,Bad Decisions,The Strokes,55N8cxpE1QDoeaaNqUnoZ2,2020-04-10,0.374,0.922,-3.4,0.056,0.0135,0.28,0.393,153.217,-11.348069015965118
117,I Believe in a Thing Called Love,The Darkness,756CJtQRFSxEx9jV4P9hpA,2003-07-07,0.442,0.846,-5.214,0.0764,0.0538,0.282,0.622,128.235,-11.713641444586438
118,ALYGATYR,Kasabian,4sIJmkYCmaBFvavW96Yfpb,2021-10-26,0.378,0.914,-4.167,0.0722,0.000104,0.374,0.541,128.058,-11.828382128273853
119,All You're Dreaming Of,Various Artists,2NcWGIDM7Izl1wPlzOC3ct,2022-03-11,0.271,0.503,-4.142,0.0314,0.75,0.0941,0.0742,127.96,-11.954852283378502
120,Solid Gold,The Darkness,79Wxtmvt66QOWXmkcMBLz7,2017-10-06,0.503,0.952,-3.117,0.0915,0.00385,0.0625,0.312,126.091,-13.814318383338536
121,Fireball,Bush,3d3N3HhdJ00ryTTTvVHMZH,2021-10-01,0.418,0.851,-5.275,0.0554,0.00202,0.107,0.283,125.843,-14.098095327130515
122,Stand Up,Papa Roach,5UbS0IXeN6JCXFfFrAvBF0,2022-01-20,0.558,0.941,-4.335,0.235,0.011,0.433,0.28,156.007,-14.13412928458082
123,The Numbers,Rise Against,2gDJhVspNZPpCEyzR9zOY0,2021-06-04,0.253,0.963,-4.191,0.269,0.00434,0.239,0.324,156.245,-14.36858705138078
124,Limbo,Royal Blood,1P8BrsNLHWO5R0cK6zvyhc,2021-04-30,0.563,0.865,-5.573,0.0572,0.00022,0.214,0.393,125.011,-14.954618717922134
125,Quiet Town,The Killers,3d21GqE75Ule4pXPmGw1fy,2021-08-13,0.593,0.872,-5.591,0.0676,0.0453,0.124,0.41,124.047,-15.915986697245316
126,Highway Tune,Greta Van Fleet,7aOor99o8NNLZYElOXlBG1,2017-11-10,0.582,0.962,-3.037,0.0542,0.0096,0.283,0.506,123.971,-15.936157368271477
127,Out Of Style,Limp Bizkit,06nmwVr0Ev16QnVXsQXSf1,2021-10-31,0.475,0.944,-4.19,0.396,0.0353,0.66,0.441,158.071,-16.20116798356679
128,Is Everybody Going Crazy?,Nothing But Thieves,75yY1Ghs6E32WC4kSikXRJ,2020-10-23,0.621,0.666,-7.078,0.0541,0.000465,0.0779,0.572,123.969,-16.20485350241376
129,Time in Disguise,Kings of Leon,35OVbqhT8KWwfIip7fKJbw,2021-03-05,0.604,0.567,-8.673,0.0275,0.288,0.0992,0.345,123.934,-16.601745738921895
130,You Should Be Dancing,Foo Fighters,1Iu66OVgb8wioY6tpesoQS,2021-07-19,0.649,0.822,-6.915,0.0531,0.00166,0.43,0.794,123.402,-16.73880630138774
131,The River Is Rising (feat. Myles Kennedy and The Conspirators),Slash,0owvkjZL6aB48Uir4tUVQq,2022-02-11,0.303,0.991,-3.127,0.126,1.84e-05,0.338,0.164,122.809,-17.09353879104578
132,No Gods No Masters,Garbage,56Fv0B4phzb9VxOdC4aczt,2021-06-11,0.528,0.902,-5.799,0.0386,0.00207,0.0688,0.798,159.961,-18.175381911660498
133,Remedy,The Black Crowes,217a9W3cZ3ur40RFQW2pTo,1992-01-01,0.411,0.978,-3.801,0.0532,0.00138,0.0782,0.353,160.478,-18.597633232026883
134,Buddy Holly,Weezer,3mwvKOyMmG77zZRunnxp9E,1994-05-10,0.556,0.92,-4.606,0.0367,0.00271,0.117,0.771,121.138,-18.75946172954393
135,Bruised And Bloodied,Seether,60zDzUtVX5z1DPefxMZ2J7,2020-08-28,0.629,0.88,-4.483,0.0371,7.54e-05,0.064,0.454,121.008,-18.882291735268783
136,Fill My World (feat. Myles Kennedy and The Conspirators),Slash,0YSQMnfieH4iqJwTvpK1SA,2022-02-11,0.371,0.938,-3.432,0.0774,0.00465,0.144,0.298,120.577,-19.311292211243583
137,She's Not Gone Yet But She's Leaving,The Fratellis,2wZ6WPZzq3doKFyFMwJM97,2013-10-07,0.648,0.842,-6.138,0.0351,0.0011,0.384,0.841,120.083,-19.92160526902106
138,Nothing Compares 2 U - Live At SiriusXM/2015,Chris Cornell,0tUELgOuOJ3KCsYMDDsNvD,2018-11-16,0.434,0.327,-10.72,0.0312,0.609,0.686,0.295,119.506,-21.445259806603026
139,Feast Or Famine,Seether,6fKV6whgdABjr9iJBlhJAa,2021-07-16,0.568,0.805,-5.762,0.0335,2.21e-05,0.358,0.577,118.031,-21.925017054108427
140,Taking Me Back,Jack White,7s7m8L8NcIYzgw0qmoghA8,2021-10-18,0.678,0.746,-6.337,0.128,0.000994,0.061,0.431,116.98,-23.02325267511398
141,The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,2020-04-10,0.593,0.749,-5.67,0.0475,0.0113,0.314,0.649,164.959,-23.14232005464451
142,Poster Child,Red Hot Chili Peppers,4ILJxejqqWk4y8oWsxYDtE,2022-03-04,0.714,0.784,-5.423,0.0528,0.0467,0.124,0.72,165.229,-23.39692271211536
143,Where's the Love,Bowling For Soup,0YCdLht50M3zLYm62JuinD,2021-06-11,0.527,0.988,-3.595,0.082,0.000317,0.294,0.46,115.014,-24.870521546373983
144,North Of No South - Edit,Biffy Clyro,3WorLcUF718S4k5LetzDBU,2021-01-15,0.386,0.928,-3.998,0.0758,0.000204,0.277,0.526,166.753,-24.872393335419055
145,Typhoons,Royal Blood,5aFGo8wHEntVxFI8IF7Wuj,2021-04-30,0.601,0.723,-4.364,0.0384,0.000347,0.346,0.581,114.991,-24.896264296982523
146,Going Down South,The Black Keys,3PeDt4Q8YIFDRph5UhxAaA,2021-05-14,0.475,0.762,-7.452,0.0391,0.0018,0.285,0.619,113.682,-26.426878950447634
147,Woman,Wolfmother,3CkjLJYnnyOtGk4Jx4iYS4,2006-01-01,0.219,0.952,-3.621,0.176,5.1e-05,0.157,0.172,112.886,-26.999302849831842
148,Shine A Little Light,The Black Keys,365TSrFPqM66giaxJuafR3,2019-06-28,0.44,0.719,-6.645,0.0445,0.0217,0.0663,0.523,111.398,-28.608454323042356
149,In Love With The Pain,Black Stone Cherry,1i6c0F2MkNJT5imctreHil,2020-10-30,0.624,0.918,-3.175,0.0315,0.000642,0.362,0.489,110.994,-28.898569864121573
150,Futureproof,Nothing But Thieves,68G22FmZ30XgaRh00pKIeV,2021-06-08,0.332,0.9,-5.245,0.188,0.00096,0.203,0.461,171.006,-29.15342070817799
151,Long Way,Eddie Vedder,6inBJlHAP6Wd3ZCMTS4KTg,2022-02-11,0.525,0.751,-5.688,0.0323,0.00172,0.146,0.607,110.045,-29.88736691491602
152,Holier Than Thou,Corey Taylor,62GHoCtJWhiGxawLgqzgpQ,2022-02-25,0.475,0.985,-3.535,0.0668,0.0012,0.856,0.556,171.921,-30.05004278476207
